number,language,strongs_def,derivation,translit,lemma,kjv_def,xlit,pron
H7651,H,"seven (as the sacred full one); also (adverbially) seven times; by implication, a week; by extension, an indefinite number",or (masculine) (שִׁבְעָה); from H7650 (שָׁבַע); a primitive cardinal number;,,שֶׁבַע,"([phrase] by) seven(-fold),-s, (-teen, -teenth), -th, times). Compare H7658 (שִׁבְעָנָה).",shebaʻ,sheh'-bah
H7652,H,"Sheba, the name of a place in Palestine, and of two Israelites",the same as H7651 (שֶׁבַע); seven;,,שֶׁבַע,Sheba.,shebaʻ,sheh'-bah
H7653,H,satiety,feminine of H7647 (שָׂבָע);,,שִׂבְעָה,fulness.,sibʻâh,sib-aw'
H7654,H,satiety,feminine of H7648 (שֹׂבַע);,,שׇׂבְעָה,"(to have) enough, [idiom] till...be full, (un-) satiable, satisfy, [idiom] sufficiently.",sobʻâh,sob-aw'
H7655,H,"{seven (as the sacred full one); also (adverbially) seven times; by implication, a week; by extension, an indefinite number}",(Aramaic) corresponding to H7651 (שֶׁבַע),,שִׁבְעָה,seven (times).,shibʻâh,shib-aw'
H7656,H,"Shebah, a well in Palestine",masculine of H7651 (שֶׁבַע); seven(-th);,,שִׁבְעָה,Shebah.,Shibʻâh,shib-aw'
H7657,H,seventy,multiple of H7651 (שֶׁבַע);,,שִׁבְעִים,"seventy, threescore and ten ([phrase] -teen).",shibʻîym,shib-eem'
H7658,H,seven,prolonged for the masculine of H7651 (שֶׁבַע);,,שִׁבְעָנָה,seven.,shibʻânâh,shib-aw-naw'
H7659,H,seven-times,dual (adverbially) of H7651 (שֶׁבַע);,,שִׁבְעָתַיִם,"seven(-fold, times).",shibʻâthayim,shib-aw-thah'-yim
H7660,H,to interweave (colored) threads in squares; by implication (of reticulation) to inchase gems in gold,a primitive root;,,שָׁבַץ,"embroider, set.",shâbats,shaw-bats'
H7661,H,"entanglement, i.e. (figuratively) perplexity",from H7660 (שָׁבַץ);,,שָׁבָץ,anguish.,shâbâts,shaw-bawts'
H7662,H,"to quit, i.e. allow to remain",(Aramaic) corresponding to the root of H7733 (שׁוֹבֵק);,,שְׁבַק,"leave, let alone.",shᵉbaq,sheb-ak'
H7663,H,to scrutinize; by implication (of watching) to expect (with hope and patience),"erroneously שָׁבַר; (Nehemiah 2:13,15), a primitive root;",,שָׂבַר,"hope, tarry, view, wait.",sâbar,saw-bar'
H7664,H,expectation,from H7663 (שָׂבַר);,,שֵׂבֶר,hope.,sêber,say'-ber
H7665,H,to burst (literally or figuratively),a primitive root;,,שָׁבַר,"break (down, off, in pieces, up), broken (-hearted), bring to the birth, crush, destroy, hurt, quench, [idiom] quite, tear, view (by mistake for H7663 (שָׂבַר)).",shâbar,shaw-bar'
H7666,H,to deal in grain,denominative from H7668 (שֶׁבֶר);,,שָׁבַר,"buy, sell.",shâbar,shaw-bar'
H7667,H,"a fracture, figuratively, ruin; specifically, a solution (of a dream)",or שֵׁבֶר; from H7665 (שָׁבַר);,,שֶׁבֶר,"affliction, breach, breaking, broken(-footed, -handed), bruise, crashing, destruction, hurt, interpretation, vexation.",sheber,sheh'-ber
H7668,H,grain (as if broken into kernels),the same as H7667 (שֶׁבֶר);,,שֶׁבֶר,"corn, victuals.",sheber,sheh'-ber
H7669,H,"Sheber, an Israelite",the same as H7667 (שֶׁבֶר);,,שֶׁבֶר,Sheber.,Sheber,sheh'-ber
H7670,H,"rupture, i.e. a pang; figuratively, ruin",from H7665 (שָׁבַר);,,שִׁבְרוֹן,"breaking, destruction.",shibrôwn,shib-rone'
H7671,H,"Shebarim, a place in Palestine",plural of H7667 (שֶׁבֶר); ruins;,,שְׁבָרִים,Shebarim.,Shᵉbârîym,sheb-aw-reem'
H7672,H,"to entangle, i.e. perplex",(Aramaic) corresponding to H7660 (שָׁבַץ);,,שְׁבַשׁ,be astonished.,shᵉbash,sheb-ash'
H7673,H,"to repose, i.e. desist from exertion; used in many implied relations (causative, figurative or specific)",a primitive root;,,שָׁבַת,"(cause to, let, make to) cease, celebrate, cause (make) to fail, keep (sabbath), suffer to be lacking, leave, put away (down), (make to) rest, rid, still, take away.",shâbath,shaw-bath'
H7674,H,"rest, interruption, cessation",from H7673 (שָׁבַת);,,שֶׁבֶת,"cease, sit still, loss of time.",shebeth,sheh'-beth
H7675,H,"properly, session; but used also concretely, an abode or locality",infinitive of H3427 (יָשַׁב);,,שֶׁבֶת,"place, seat. Compare H3429 (יֹשֵׁב בַּשֶּׁבֶת).",shebeth,sheh'-beth
H7676,H,"intermission, i.e (specifically) the Sabbath",intensive from H7673 (שָׁבַת);,,שַׁבָּת,([phrase] every) sabbath.,shabbâth,shab-bawth'
H7677,H,a sabbatism or special holiday,from H7676 (שַׁבָּת);,,שַׁבָּתוֹן,"rest, sabbath.",shabbâthôwn,shab-baw-thone'
H7678,H,"Shabbethai, the name of three Israelites",from H7676 (שַׁבָּת); restful;,,שַׁבְּתַי,Shabbethai.,Shabbᵉthay,shab-beth-ah'-ee
H7679,H,"to grow, i.e. (causatively) to enlarge, (figuratively) laud",; a primitive root;,,שָׂגָא,"increase, magnify.",sâgâʼ,saw-gaw'
H7680,H,to increase,(Aramaic) corresponding to H7679 (שָׂגָא);,,שְׂגָא,"grow, be multiplied.",sᵉgâʼ,seg-aw'
H7681,H,"Shage, an Israelite",probably from H7686 (שָׁגָה); erring;,,שָׁגֶא,Shage.,Shâgeʼ,shaw-gay'
H7682,H,"to be (causatively, make) lofty, especially inaccessible; by implication, safe, strong; used literally and figuratively",a primitive root;,,שָׂגַב,"defend, exalt, be excellent, (be, set on) high, lofty, be safe, set up (on high), be too strong.",sâgab,saw-gab'
H7683,H,"to stray, i.e. (figuratively) sin (with more or less apology)",a primitive root;,,שָׁגַג,"[idiom] also for that, deceived, err, go astray, sin ignorantly.",shâgag,shaw-gag'
H7684,H,a mistake or inadvertent transgression,from H7683 (שָׁגַג);,,שְׁגָגָה,"error, ignorance, at unawares; unwittingly.",shᵉgâgâh,sheg-aw-gaw'
H7685,H,"to enlarge (especially upward, also figuratively)",a primitive root;,,שָׂגָה,"grow (up), increase.",sâgâh,saw-gaw'
H7686,H,"to stray (causatively, mislead), usually (figuratively) to mistake, especially (morally) to transgress; by extension (through the idea of intoxication) to reel, (figuratively) be enraptured",a primitive root;,,שָׁגָה,"(cause to) go astray, deceive, err, be ravished, sin through ignorance, (let, make to) wander.",shâgâh,shaw-gaw'
H7687,H,"Segub, the name of two Israelites",from H7682 (שָׂגַב); aloft;,,שְׂגוּב,Segub.,Sᵉgûwb,seg-oob'
H7688,H,"to peep, i.e. glance sharply at",a primitive root;,,שָׁגַח,look (narrowly).,shâgach,shaw-gakh'
H7689,H,(superlatively) mighty,from H7679 (שָׂגָא);,,שַׂגִּיא,"excellent, great.",saggîyʼ,sag-ghee'
H7690,H,"large (in size, quantity or number, also adverbial)",(Aramaic) corresponding to H7689 (שַׂגִּיא);,,שַׂגִּיא,"exceeding, great(-ly); many, much, sore, very.",saggîyʼ,sag-ghee'
H7691,H,a moral mistake,from H7686 (שָׁגָה);,,שְׁגִיאָה,error.,shᵉgîyʼâh,sheg-ee-aw'
H7692,H,"properly, aberration, i.e. (technically) a dithyramb or rambling poem",or שִׁגָּיֹנָה; from H7686 (שָׁגָה);,,שִׁגָּיוֹן,"Shiggaion, Shigionoth.",shiggâyôwn,shig-gaw-yone'
H7693,H,to copulate with,a primitive root;,,שָׁגַל,"lie with, ravish.",shâgal,shaw-gal'
H7694,H,a queen (from cohabitation),from H7693 (שָׁגַל);,,שֵׁגָל,queen.,shêgâl,shay-gawl'
H7695,H,a (legitimate) queen,(Aramaic) corresponding to H7694 (שֵׁגָל);,,שֵׁגָל,wife.,shêgâl,shay-gawl'
H7696,H,to rave through insanity,a primitive root;,,שָׁגַע,"(be, play the) mad (man).",shâgaʻ,shaw-gah'
H7697,H,craziness,from H7696 (שָׁגַע);,,שִׁגָּעוֹן,"furiously, madness.",shiggâʻôwn,shig-gaw-yone'
H7698,H,the fetus (as finally expelled),from an unused root probably meaning to eject;,,שֶׁגֶר,"that cometh of, increase.",sheger,sheh'-ger
H7699,H,the breast of a woman or animal (as bulging),or שֹׁד; probably from H7736 (שׁוּד) (in its original sense) contracted;,,שַׁד,"breast, pap, teat.",shad,shad
H7700,H,a doemon (as malignant),from H7736 (שׁוּד);,,שֵׁד,devil.,shêd,shade
H7701,H,"violence, ravage","or שׁוֹד; (Job 5:21), from H7736 (שׁוּד);",,שֹׁד,"desolation, destruction, oppression, robbery, spoil(-ed, -er, -ing), wasting.",shôd,shode
H7702,H,"to abrade, i.e. harrow afield",a primitive root;,,שָׂדַד,"break clods, harrow.",sâdad,saw-dad'
H7703,H,"properly, to be burly, i.e. (figuratively) powerful (passively, impregnable); by implication, to ravage",a primitive root;,,שָׁדַד,"dead, destroy(-er), oppress, robber, spoil(-er), [idiom] utterly, (lay) waste.",shâdad,shaw-dad'
H7704,H,a field (as flat),or שָׂדַי; from an unused root meaning to spread out;,,שָׂדֶה,"country, field, ground, land, soil, [idiom] wild.",sâdeh,saw-deh'
H7705,H,a wife (as mistress of the house),from H7703 (שָׁדַד);,,שִׁדָּה,"[idiom] all sorts, musical instrument.",shiddâh,shid-dah'
H7706,H,the Almighty,from H7703 (שָׁדַד);,,שַׁדַּי,Almighty.,Shadday,shad-dah'-ee
H7707,H,"Shedejur, an Israelite",from the same as H7704 (שָׂדֶה) and H217 (אוּר); spreader of light;,,שְׁדֵיאוּר,Shedeur.,Shᵉdêyʼûwr,shed-ay-oor'
H7708,H,"Siddim, a valley in Palestine",plural from the same as H7704 (שָׂדֶה); flats;,,שִׂדִּים,Siddim.,Siddîym,sid-deem'
H7709,H,a cultivated field,apparently from H7704 (שָׂדֶה);,,שְׁדֵמָה,"blasted, field.",shᵉdêmâh,shed-ay-maw'
H7710,H,to scorch,a primitive root;,,שָׁדַף,blast.,shâdaph,shaw-daf'
H7711,H,blight,or שִׁדָּפוֹן; from H7710 (שָׁדַף);,,שְׁדֵפָה,blasted(-ing).,shᵉdêphâh,shed-ay-faw'
H7712,H,to endeavor,(Aramaic) a primitive root;,,שְׁדַר,labour.,shᵉdar,shed-ar'
H7713,H,"a row, i.e. rank (of soldiers), story (of rooms)",from an unused root meaning to regulate;,,שְׂדֵרָה,"board, range.",sᵉdêrâh,sed-ay-raw'
H7714,H,"Shadrak, the Babylonian name of one of Daniel's companions",probably of foreign origin;,,שַׁדְרַךְ,Shadrach.,Shadrak,shad-rak'
H7715,H,"{Shadrak, the Babylonian name of one of Daniel's companions}",(Aramaic) the same as H7714 (שַׁדְרַךְ),,שַׁדְרַךְ,Shadrach.,Shadrak,shad-rak'
H7716,H,"a member of a flock, i.e. a sheep or goat",or שֵׂי; probably from H7582 (שָׁאָה) through the idea of pushing out to graze;,,שֶׂה,"(lesser, small) cattle, ewe, goat, lamb, sheep. Compare H2089 (זֶה).",seh,seh
H7717,H,a witness,from an unused root meaning to testify;,,שָׂהֵד,record.,sâhêd,saw-hade'
H7718,H,"a gem, probably the beryl (from its pale green color)",from an unused root probably mean to blanch;,,שֹׁהַם,onyx.,shôham,sho'-ham
H7719,H,"Shoham, an Israelite",the same as H7718 (שֹׁהַם);,,שֹׁהַם,Shoham.,Shôham,sho'-ham
H7720,H,a round pendant for the neck,from the same as H5469 (סַהַר);,,שַׂהֲרֹן,"ornament, round tire like the moon.",sahărôn,sah-har-one'
H7721,H,a rising,from an unused root (akin to H5375 (נָשָׂא) and H7722 (שׁוֹא)) meaning to rise;,,שׂוֹא,arise.,sôwʼ,so
H7722,H,"a tempest; by implication, devastation",or (feminine) שׁוֹאָה; or שֹׁאָה; from an unused root meaning to rush over;,,שׁוֹא,"desolate(-ion), destroy, destruction, storm, wasteness.",shôwʼ,sho
H7723,H,"evil (as destructive), literally (ruin) or morally (especially guile); figuratively idolatry (as false, subjective), uselessness (as deceptive, objective; also adverbially, in vain)",or שַׁו; from the same as H7722 (שׁוֹא) in the sense of desolating;,,שָׁוְא,"false(-ly), lie, lying, vain, vanity.",shâvᵉʼ,shawv
H7724,H,"Sheva, an Israelite",from the same as H7723 (שָׁוְא); false;,,שְׁוָא,Sheva.,Shᵉvâʼ,shev-aw'
H7725,H,"to turn back (hence, away) transitively or intransitively, literally or figuratively (not necessarily with the idea of return to the starting point); generally to retreat; often adverbial, again",a primitive root;,,שׁוּב,"((break, build, circumcise, dig, do anything, do evil, feed, lay down, lie down, lodge, make, rejoice, send, take, weep)) [idiom] again, (cause to) answer ([phrase] again), [idiom] in any case (wise), [idiom] at all, averse, bring (again, back, home again), call (to mind), carry again (back), cease, [idiom] certainly, come again (back), [idiom] consider, [phrase] continually, convert, deliver (again), [phrase] deny, draw back, fetch home again, [idiom] fro, get (oneself) (back) again, [idiom] give (again), go again (back, home), (go) out, hinder, let, (see) more, [idiom] needs, be past, [idiom] pay, pervert, pull in again, put (again, up again), recall, recompense, recover, refresh, relieve, render (again), requite, rescue, restore, retrieve, (cause to, make to) return, reverse, reward, [phrase] say nay, send back, set again, slide back, still, [idiom] surely, take back (off), (cause to, make to) turn (again, self again, away, back, back again, backward, from, off), withdraw.",shûwb,shoob
H7726,H,"apostate, i.e. idolatrous",from H7725 (שׁוּב);,,שׁוֹבָב,"backsliding, frowardly, turn away (from margin).",shôwbâb,sho-bawb'
H7727,H,"Shobab, the name of two Israelites",the same as H7726 (שׁוֹבָב); rebellious;,,שׁוֹבָב,Shobab.,Shôwbâb,sho-bawb'
H7728,H,"apostate, i.e. heathenish or (actually) heathen",from H7725 (שׁוּב);,,שׁוֹבֵב,backsliding.,shôwbêb,sho-babe'
H7729,H,a return,from H7725 (שׁוּב);,,שׁוּבָה,returning.,shûwbâh,shoo-baw'
H7730,H,"a thicket, i.e. interlaced branches",for H5441 (סֹבֶךְ);,,שׂוֹבֶךְ,thick boughs.,sôwbek,so'-bek
H7731,H,"Shobak, a Syrian",perhaps for H7730 (שׂוֹבֶךְ);,,שׁוֹבָךְ,Shobach.,Shôwbâk,sho-bawk'
H7732,H,"Shobal, the name of an Edomite and two Israelites",from the same as H7640 (שֹׁבֶל); overflowing;,,שׁוֹבָל,Shobal.,Shôwbâl,sho-bawl'
H7733,H,"Shobek, an Israelite",active participle from a primitive root meaning to leave (compare H7662 (שְׁבַק)); forsaking;,,שׁוֹבֵק,Shobek.,Shôwbêq,sho-bake'
H7734,H,to retreat,a primitive root;,,שׂוּג,turn back.,sûwg,soog
H7735,H,to hedge in,a primitive root;,,שׂוּג,make to grow.,sûwg,soog
H7736,H,"properly, to swell up, i.e. figuratively (by implication of insolence) to devastate",a primitive root;,,שׁוּד,waste.,shûwd,shood
H7737,H,"properly, to level, i.e. equalize; figuratively, to resemble; by implication, to adjust (i.e. counterbalance, be suitable, compose, place, yield, etc.)",a primitive root;,,שָׁוָה,"avail, behave, bring forth, compare, countervail, (be, make) equal, lay, be (make, a-) like, make plain, profit, reckon.",shâvâh,shaw-vaw'
H7738,H,to destroy,a primitive root;,,שָׁוָה,[idiom] substance (from the margin).,shâvâh,shaw-vaw'
H7739,H,to resemble,(Aramaic); corresponding to H7737 (שָׁוָה);,,שְׁוָה,make like.,shᵉvâh,shev-aw'
H7740,H,"Shaveh, a place in Palestine",from H7737 (שָׁוָה); plain;,,שָׁוֵה,Shaveh.,Shâvêh,shaw-vay'
H7741,H,"Shaveh-Kirjathajim, a place East of the Jordan",from the same as H7740 (שָׁוֵה) and the dual of H7151 (קִרְיָה); plain of a double city;,,שָׁוֵה קִרְיָתַיִם,Shaveh Kiriathaim.,Shâvêh Qiryâthayim,shaw-vay' kir-yawthah'-yim
H7742,H,to muse pensively,a primitive root;,,שׂוּחַ,meditate.,sûwach,soo'-akh
H7743,H,"to sink, literally or figuratively",a primitive root;,,שׁוּחַ,"bow down, incline, humble.",shûwach,shoo'-akh
H7744,H,"Shuach, a son of Abraham",from H7743 (שׁוּחַ); dell;,,שׁוּחַ,Shuah.,Shûwach,shoo'-akh
H7745,H,a chasm,from H7743 (שׁוּחַ);,,שׁוּחָה,"ditch, pit.",shûwchâh,shoo-khaw'
H7746,H,"Shuchah, an Israelite",the same as H7745 (שׁוּחָה);,,שׁוּחָה,Shuah.,Shûwchâh,shoo-khaw'
H7747,H,a Shuchite or descendant of Shuach,patronymic from H7744 (שׁוּחַ);,,שׁוּחִי,Shuhite.,Shûwchîy,shoo-khee'
H7748,H,"Shucham, an Israelite",from H7743 (שׁוּחַ); humbly;,,שׁוּחָם,Shuham.,Shûwchâm,shoo-khawm'
H7749,H,a Shuchamite (collectively),patronymic from H7748 (שׁוּחָם);,,שׁוּחָמִי,Shuhamites.,Shûwchâmîy,shoo-khaw-mee'
H7750,H,"to detrude, i.e. (intransitively and figuratively) become derelict (wrongly practise; namely, idolatry)",or (by permutation) סוּט; a primitive root;,,שׂוּט,turn aside to.,sûwṭ,soot
H7751,H,"properly, to push forth; (but used only figuratively) to lash, i.e. (the sea with oars) to row; by implication, to travel",a primitive root;,,שׁוּט,"go (about, through, to and fro), mariner, rower, run to and fro.",shûwṭ,shoot
H7752,H,a lash (literally or figuratively),from H7751 (שׁוּט);,,שׁוֹט,"scourge, whip.",shôwṭ,shote
H7753,H,"to entwine, i.e. shut in (for formation, protection or restraint)",a primitive root;,,שׂוּךְ,"fence, (make an) hedge (up).",sûwk,sook
H7754,H,a branch (as interleaved),or (feminine) שׂוֹכָה; from H7753 (שׂוּךְ);,,שׂוֹךְ,bough.,sôwk,soke
H7755,H,"Sokoh or Soko, the name of two places in Palestine",or שֹׂכֹה; or שׂוֹכוֹ; from H7753 (שׂוּךְ);,,שׂוֹכֹה,"Shocho, Shochoh, Sochoh, Soco, Socoh.",Sôwkôh,so-ko'
H7756,H,a Sukathite or descendant of an unknown Israelite named Sukah,probably patronymic from a name corresponding to H7754 (שׂוֹךְ) (feminine);,,שׂוּכָתִי,Suchathite.,Sûwkâthîy,soo-kaw-thee'
H7757,H,"a skirt; by implication, a bottom edge",from an unused root meaning to hang down;,,שׁוּל,"hem, skirt, train.",shûwl,shool
H7758,H,"nude (especially bare-foot); by implication, captive","or שֵׁילָל; (Micah 1:8), from H7997 (שָׁלַל);",,שׁוֹלָל,"spoiled, stripped.",shôwlâl,sho-lawl'
H7759,H,"peaceful (with the article always prefixed, making it a pet name); the Shulammith, an epithet of Solomon's queen",from H7999 (שָׁלַם);,,שׁוּלַמִּית,Shulamite.,Shûwlammîyth,shoo-lam-meeth'
H7760,H,"to put (used in a great variety of applications, literal, figurative, inferentially, and elliptically)",or שִׂים; a primitive root;,,שׂוּם,"[idiom] any wise, appoint, bring, call (a name), care, cast in, change, charge, commit, consider, convey, determine, [phrase] disguise, dispose, do, get, give, heap up, hold, impute, lay (down, up), leave, look, make (out), mark, [phrase] name, [idiom] on, ordain, order, [phrase] paint, place, preserve, purpose, put (on), [phrase] regard, rehearse, reward, (cause to) set (on, up), shew, [phrase] stedfastly, take, [idiom] tell, [phrase] tread down, (over-)turn, [idiom] wholly, work.",sûwm,soom
